prompt_id,cycle,level,delta_inf,boundary_margin,certified,topk_set_equal
87,17,3,0.01953,0.0625,True,True
87,17,4,0.02344,0.0625,True,True
87,18,0,0.00879,0.05859,True,True
87,18,1,0.00977,0.0,False,False
87,18,2,9.06348,0.14844,False,False
87,18,3,0.01562,0.05469,True,True
87,18,4,0.01367,0.32031,True,True
87,19,0,0.00879,0.02344,True,True
87,19,1,0.01562,0.22656,True,True
87,19,2,0.01172,0.01562,False,True
87,19,3,0.01196,0.08203,True,True
87,19,4,0.01562,0.04297,True,True
88,0,0,0.00781,0.0,False,True
88,0,1,0.01329,0.29297,True,True
88,0,2,0.01562,0.14844,True,True
88,0,3,0.00977,0.0,False,True
88,0,4,0.01562,0.125,True,True
88,1,0,0.00781,0.16406,True,True
88,1,1,0.01562,0.14062,True,True
88,1,2,0.01562,0.22656,True,True
88,1,3,0.01367,0.04688,True,True
88,1,4,0.01172,0.07812,True,True
88,2,0,0.00977,0.07031,True,True
88,2,1,0.01562,0.03906,True,True
88,2,2,0.01172,0.0625,True,True
88,2,3,0.02344,0.08984,True,True
88,2,4,0.02539,0.08594,True,True
88,3,0,0.00781,0.19531,True,True
88,3,1,0.01562,0.10156,True,True
88,3,2,0.01562,0.11328,True,True
88,3,3,0.01562,0.07812,True,True
88,3,4,0.01562,0.10938,True,True
88,4,0,0.00781,0.01953,True,True
88,4,1,0.01172,0.25391,True,True
88,4,2,0.01562,0.04688,True,True
88,4,3,0.01465,0.125,True,True
88,4,4,0.01758,0.04688,True,True
88,5,0,0.01562,0.03125,False,True
88,5,1,0.00781,0.10156,True,True
88,5,2,0.01562,0.03906,True,True
88,5,3,0.03125,0.17188,True,True
88,5,4,0.01562,0.17969,True,True
88,6,0,0.00781,0.04688,True,True
88,6,1,0.01367,0.10156,True,True
88,6,2,0.01562,0.03125,False,True
88,6,3,0.01172,0.05078,True,True
88,6,4,0.01562,0.75781,True,True
88,7,0,0.01562,0.09766,True,True
88,7,1,0.01562,0.19922,True,True
88,7,2,0.01562,0.03125,False,True
88,7,3,0.01172,0.18359,True,True
88,7,4,0.00879,0.00391,False,True
88,8,0,0.01074,0.32031,True,True
88,8,1,0.01562,0.10156,True,True
88,8,2,0.01172,0.00781,False,True
88,8,3,0.01562,0.10547,True,True
88,8,4,0.01562,0.03906,True,True
88,9,0,0.00781,0.11719,True,True
88,9,1,0.01562,0.03906,True,True
88,9,2,0.01758,0.10156,True,True
88,9,3,0.01562,0.11719,True,True
88,9,4,0.01758,0.03906,True,True
88,10,0,0.00781,0.00781,False,True
88,10,1,0.01172,0.09375,True,True
88,10,2,0.01562,0.05469,True,True
88,10,3,0.01562,0.00781,False,False
88,10,4,0.01172,0.16406,True,True
88,11,0,0.00781,0.25,True,True
88,11,1,0.01172,0.17188,True,True
88,11,2,0.00781,0.28125,True,True
88,11,3,0.0166,0.10156,True,True
88,11,4,0.01562,0.01562,False,True
88,12,0,0.01562,0.25781,True,True
88,12,1,0.01245,0.17188,True,True
88,12,2,0.01562,0.42188,True,True
88,12,3,0.03125,0.07031,True,True
88,12,4,0.01562,0.46875,True,True
88,13,0,0.00781,0.29688,True,True
88,13,1,0.01562,0.1875,True,True
88,13,2,0.01562,0.17969,True,True
88,13,3,0.01465,0.36719,True,True
88,13,4,0.01367,0.21094,True,True
88,14,0,0.01562,0.0625,True,True
88,14,1,0.01562,0.03906,True,True
88,14,2,0.01562,0.01562,False,True
88,14,3,0.01562,0.17188,True,True
88,14,4,0.01562,0.10156,True,True
88,15,0,0.01562,0.08594,True,True
88,15,1,0.00879,0.82812,True,True
88,15,2,0.01562,0.03125,False,True
88,15,3,0.01172,0.07031,True,True
88,15,4,0.01172,0.04688,True,True
88,16,0,0.0083,0.05469,True,True
88,16,1,0.01172,0.32812,True,True
88,16,2,0.01172,0.16797,True,True
88,16,3,0.00977,0.00781,False,True
88,16,4,0.01562,0.14062,True,True
88,17,0,0.00879,0.28906,True,True
88,17,1,0.00977,0.17188,True,True
88,17,2,0.01172,0.15625,True,True
88,17,3,0.02344,0.64062,True,True
88,17,4,0.01562,0.10156,True,True
88,18,0,0.01172,0.14062,True,True
88,18,1,0.01172,0.03125,True,True
88,18,2,0.03125,0.03906,False,True
88,18,3,0.03125,0.02344,False,True
88,18,4,0.01562,0.0,False,False
88,19,0,0.00781,0.02344,True,True
88,19,1,0.02344,0.14844,True,True
88,19,2,20.21289,0.25,False,False
88,19,3,14.68262,0.17969,False,False
88,19,4,13.19092,0.07031,False,False
89,0,0,0.00781,0.27344,True,True
89,0,1,0.01562,0.04688,True,True
89,0,2,0.01562,0.49219,True,True
89,0,3,0.01562,0.19531,True,True
89,0,4,0.01562,0.0625,True,True
89,1,0,0.01562,0.17188,True,True
89,1,1,0.01562,0.375,True,True
89,1,2,0.00977,0.73438,True,True
89,1,3,0.01172,0.15625,True,True
89,1,4,0.01562,0.66406,True,True
89,2,0,0.00781,0.125,True,True
89,2,1,0.01562,0.12109,True,True
89,2,2,0.00977,0.08594,True,True
89,2,3,0.00781,0.19531,True,True
89,2,4,0.0083,0.02344,True,True
89,3,0,0.01562,0.16406,True,True
89,3,1,0.00977,0.41406,True,True
89,3,2,0.01562,0.46875,True,True
89,3,3,0.01172,0.13281,True,True
89,3,4,0.01367,0.02344,False,True
89,4,0,0.01562,0.15625,True,True
89,4,1,0.02344,0.07031,True,True
89,4,2,0.01562,0.08594,True,True
89,4,3,0.01562,0.10156,True,True
89,4,4,0.01562,0.94531,True,True
89,5,0,0.01562,0.05469,True,True
89,5,1,0.00781,0.10156,True,True
89,5,2,0.01562,0.04688,True,True
89,5,3,0.01562,0.08594,True,True
89,5,4,0.01562,0.05469,True,True
89,6,0,0.00781,0.21875,True,True
89,6,1,0.00977,0.23438,True,True
89,6,2,0.01562,0.03906,True,True
89,6,3,0.01172,0.4375,True,True
89,6,4,0.01562,0.32422,True,True
89,7,0,0.00781,0.15625,True,True
89,7,1,0.01172,0.09375,True,True
89,7,2,0.02344,0.14844,True,True
89,7,3,0.01562,0.60156,True,True
89,7,4,0.01172,0.10156,True,True
89,8,0,0.00879,0.51562,True,True
89,8,1,0.01562,0.32812,True,True
89,8,2,0.01562,1.82031,True,True
89,8,3,0.01562,0.07812,True,True
89,8,4,0.00879,0.08594,True,True
89,9,0,0.01562,0.36719,True,True
89,9,1,0.01172,1.58594,True,True
89,9,2,0.01562,0.49219,True,True
89,9,3,0.01562,0.60156,True,True
89,9,4,0.01953,0.64062,True,True
89,10,0,0.01172,0.15625,True,True
89,10,1,0.01172,0.07812,True,True
89,10,2,0.01562,0.45312,True,True
89,10,3,22.69922,0.13281,False,False
89,10,4,25.02344,0.125,False,False
89,11,0,0.00977,0.32812,True,True
89,11,1,0.01733,0.04688,True,True
89,11,2,0.01562,0.35938,True,True
89,11,3,0.00781,0.26562,True,True
89,11,4,0.01562,0.11719,True,True
89,12,0,0.00781,0.48438,True,True
89,12,1,0.01562,0.09375,True,True
89,12,2,0.01562,0.1875,True,True
89,12,3,0.03125,0.01562,False,True
89,12,4,0.01367,0.17188,True,True
89,13,0,0.01562,0.07812,True,True
89,13,1,0.01172,1.09375,True,True
89,13,2,0.01562,0.07812,True,True
89,13,3,0.00977,0.10938,True,True
89,13,4,0.01562,0.70312,True,True
89,14,0,0.01074,0.01562,False,True
89,14,1,0.01758,0.21094,True,True
89,14,2,0.01562,0.04688,True,True
89,14,3,0.01367,0.21875,True,True
89,14,4,0.01562,0.00781,False,True
89,15,0,0.01204,0.03125,True,True
89,15,1,0.01172,0.05078,True,True
89,15,2,0.01562,0.02344,False,True
89,15,3,0.01562,0.0,False,False
89,15,4,0.01562,0.15625,True,True
90,0,0,0.00781,0.13281,True,True
90,0,1,0.00818,0.0625,True,True
90,0,2,0.01562,0.3125,True,True
90,0,3,0.01562,0.70312,True,True
90,0,4,0.01562,0.39062,True,True
90,1,0,0.01562,0.4375,True,True
90,1,1,0.01172,0.14844,True,True
90,1,2,0.01562,0.21094,True,True
90,1,3,0.00879,0.38281,True,True
90,1,4,0.01562,0.38281,True,True
90,2,0,0.00781,0.00391,False,True
90,2,1,0.00977,0.20312,True,True
90,2,2,0.01562,0.32812,True,True
90,2,3,0.01562,0.00781,False,True
90,2,4,0.03125,0.19531,True,True
90,3,0,0.01562,0.86719,True,True
90,3,1,0.01562,0.01562,False,True
90,3,2,0.01562,0.14062,True,True
90,3,3,0.01562,0.03906,True,True
90,3,4,0.01562,0.07031,True,True
90,4,0,0.00781,0.0,False,True
90,4,1,0.01562,0.06641,True,True
90,4,2,0.01074,0.21094,True,True
90,4,3,0.01562,0.19531,True,True
90,4,4,0.01562,0.04688,True,True
90,5,0,0.00781,1.57031,True,True
90,5,1,0.01172,0.6875,True,True
90,5,2,0.01562,0.8125,True,True
90,5,3,0.01562,0.39062,True,True
90,5,4,0.01562,0.05469,True,True
90,6,0,0.03125,0.35156,True,True
90,6,1,0.01562,0.02344,False,True
90,6,2,0.01172,0.11328,True,True
90,6,3,0.01562,0.04688,True,True
90,6,4,0.00977,0.41406,True,True
90,7,0,0.01562,0.21875,True,True
90,7,1,0.01172,0.05078,True,True
90,7,2,0.01562,0.03906,True,True
90,7,3,0.00977,0.11719,True,True
90,7,4,0.00781,0.05469,True,True
90,8,0,0.01172,0.04688,True,True
90,8,1,0.03125,0.07422,True,True
90,8,2,0.00977,0.21875,True,True
90,8,3,0.01562,0.28906,True,True
90,8,4,0.01562,0.04688,True,True
90,9,0,0.01562,0.10938,True,True
90,9,1,0.00781,0.17188,True,True
90,9,2,0.01172,1.1875,True,True
90,9,3,18.04688,0.92188,False,False
90,9,4,23.09863,0.08594,False,False
90,10,0,0.01953,0.44531,True,True
90,10,1,0.01562,0.03906,True,True
90,10,2,0.02344,0.41406,True,True
90,10,3,0.03125,0.4375,True,True
90,10,4,0.01562,0.39844,True,True
90,11,0,0.01562,0.0,False,True
90,11,1,0.01367,0.1875,True,True
90,11,2,0.03125,0.02344,False,True
90,11,3,0.00977,0.15625,True,True
90,11,4,0.01562,0.20312,True,True
90,12,0,0.01562,0.25781,True,True
90,12,1,0.03125,0.76562,True,True
90,12,2,0.01172,0.16406,True,True
90,12,3,0.00977,0.00781,False,False
90,12,4,0.01172,0.34375,True,True
90,13,0,0.01562,0.85156,True,True
90,13,1,0.0127,0.09766,True,True
90,13,2,0.01562,0.52344,True,True
90,13,3,0.01562,0.16406,True,True
90,13,4,0.01758,0.11719,True,True
90,14,0,0.01562,0.36719,True,True
90,14,1,0.02344,0.09375,True,True
90,14,2,0.01562,0.04297,True,True
90,14,3,0.02344,0.25,True,True
90,14,4,0.01562,0.08594,True,True
90,15,0,0.01562,0.32812,True,True
90,15,1,0.01953,0.21875,True,True
90,15,2,0.01562,0.00781,False,True
90,15,3,0.02344,0.02344,False,True
90,15,4,0.01562,0.07031,True,True
90,16,0,0.01562,0.125,True,True
90,16,1,0.01758,0.30469,True,True
90,16,2,0.01562,0.59375,True,True
90,16,3,0.01562,0.02344,False,True
90,16,4,0.01562,0.03906,True,True
90,17,0,0.02344,0.14062,True,True
90,17,1,0.01172,0.03906,True,True
90,17,2,0.01562,1.33594,True,True
90,17,3,0.03125,0.17969,True,True
90,17,4,0.01562,0.24219,True,True
90,18,0,0.02344,0.55078,True,True
90,18,1,0.01562,0.03125,False,True
90,18,2,0.01562,0.17969,True,True
90,18,3,0.01562,0.02344,False,True
90,18,4,0.01367,0.14062,True,True
90,19,0,0.01562,0.02344,False,True
90,19,1,0.01562,0.07422,True,True
90,19,2,0.01562,0.49219,True,True
90,19,3,0.01562,0.03125,False,True
90,19,4,0.01562,0.05469,True,True
91,0,0,0.00781,0.3125,True,True
91,0,1,0.01758,0.48438,True,True
91,0,2,0.01562,0.07812,True,True
91,0,3,0.01562,0.04688,True,True
91,0,4,0.01562,0.19531,True,True
91,1,0,0.01562,0.13281,True,True
91,1,1,0.00977,0.03125,True,True
91,1,2,0.01562,0.16016,True,True
91,1,3,0.01562,0.15625,True,True
91,1,4,0.0166,0.42969,True,True
91,2,0,0.00977,0.21875,True,True
91,2,1,0.01562,0.07031,True,True
91,2,2,0.01562,0.1875,True,True
91,2,3,0.01172,0.00781,False,True
91,2,4,0.01172,0.01562,False,True
91,3,0,0.00781,0.09375,True,True
91,3,1,0.00781,0.17969,True,True
91,3,2,0.01562,0.21094,True,True
91,3,3,0.01074,1.05469,True,True
91,3,4,0.01562,0.04688,True,True
91,4,0,0.01172,0.07422,True,True
91,4,1,0.01562,0.01562,False,True
91,4,2,0.00879,0.41406,True,True
91,4,3,0.0127,0.13281,True,True
91,4,4,0.01367,0.01562,False,True
91,5,0,0.00781,0.15625,True,True
91,5,1,0.01562,0.61719,True,True
91,5,2,0.01562,0.16406,True,True
91,5,3,0.01172,0.09375,True,True
91,5,4,0.03125,0.07031,True,True
91,6,0,0.01562,0.0,False,True
91,6,1,0.01562,0.04688,True,True
91,6,2,0.00977,0.12891,True,True
91,6,3,0.0083,0.19531,True,True
91,6,4,0.01562,0.08594,True,True
91,7,0,0.01562,0.07031,True,True
91,7,1,0.01953,0.17188,True,True
91,7,2,0.00879,0.04688,True,True
91,7,3,0.00781,0.04688,True,True
91,7,4,0.01562,0.54688,True,True
91,8,0,0.01562,0.49219,True,True
91,8,1,0.00977,0.40625,True,True
91,8,2,0.01758,0.1875,True,True
91,8,3,0.01562,0.40625,True,True
91,8,4,0.01562,0.07031,True,True
91,9,0,0.01562,0.28906,True,True
91,9,1,0.01562,0.02344,False,True
91,9,2,0.01172,0.00781,False,True
91,9,3,0.01562,0.29688,True,True
91,9,4,0.01172,0.01562,False,True
91,10,0,0.00781,0.16406,True,True
91,10,1,0.00781,0.03125,True,True
91,10,2,0.01562,0.8125,True,True
91,10,3,0.01562,0.1875,True,True
91,10,4,0.01562,0.10156,True,True
91,11,0,0.01562,0.21875,True,True
91,11,1,0.02344,0.1875,True,True
91,11,2,0.01562,0.11719,True,True
91,11,3,0.01562,0.07031,True,True
91,11,4,0.00879,0.125,True,True
91,12,0,0.01562,0.05078,True,True
91,12,1,0.00854,0.00781,False,False
91,12,2,0.00977,0.02344,True,True
91,12,3,0.01562,0.05469,True,True
91,12,4,0.01562,0.10156,True,True
91,13,0,0.01172,0.12891,True,True
91,13,1,0.01562,0.06641,True,True
91,13,2,0.01758,0.01562,False,True
91,13,3,0.01562,0.57812,True,True
91,13,4,0.01953,0.03125,False,True
91,14,0,0.00781,0.03125,True,True
91,14,1,0.01172,0.0,False,True
91,14,2,0.01172,0.16016,True,True
91,14,3,0.01294,0.125,True,True
91,14,4,0.01172,0.30469,True,True
91,15,0,0.01562,0.10938,True,True
91,15,1,0.01562,0.04688,True,True
91,15,2,0.01172,0.03906,True,True
91,15,3,0.01425,0.03125,True,True
91,15,4,0.01562,0.03516,True,True
91,16,0,0.00781,0.38281,True,True
91,16,1,0.01562,0.12109,True,True
91,16,2,0.01562,0.11328,True,True
91,16,3,0.01562,0.15234,True,True
91,16,4,0.01562,0.10938,True,True
91,17,0,0.00781,0.08984,True,True
91,17,1,0.01074,0.11719,True,True
91,17,2,0.01465,0.01172,False,True
91,17,3,0.01562,0.07031,True,True
91,17,4,0.01562,0.16797,True,True
91,18,0,0.00781,0.5,True,True
91,18,1,0.01562,0.03125,False,True
91,18,2,0.01172,0.0625,True,True
91,18,3,0.01562,0.03906,True,True
91,18,4,0.01172,0.05469,True,True
91,19,0,0.00781,0.00781,False,True
91,19,1,0.01562,0.24219,True,True
91,19,2,0.01562,0.11719,True,True
91,19,3,0.01562,0.47656,True,True
91,19,4,0.01562,0.03906,True,True
91,20,0,0.00799,0.05469,True,True
91,20,1,0.01562,0.33594,True,True
91,20,2,0.01562,0.0,False,True
91,20,3,0.01562,0.15625,True,True
91,20,4,0.01953,0.26562,True,True
91,21,0,0.00781,0.01562,False,True
91,21,1,0.01123,0.1875,True,True
91,21,2,0.00879,0.125,True,True
91,21,3,0.01562,0.36719,True,True
91,21,4,0.01562,0.28125,True,True
92,0,0,0.00781,0.03906,True,True
92,0,1,0.00781,0.00781,False,True
92,0,2,0.01562,0.10938,True,True
92,0,3,0.01953,0.24219,True,True
92,0,4,0.01172,0.17578,True,True
92,1,0,0.00781,0.00391,False,True
92,1,1,0.01172,0.20312,True,True
92,1,2,0.01025,0.20703,True,True
92,1,3,0.01367,0.23828,True,True
92,1,4,0.01562,0.125,True,True
92,2,0,0.00879,0.01562,False,True
92,2,1,6.7627,0.05078,False,False
92,2,2,0.01562,0.13281,True,True
92,2,3,0.01562,0.04297,True,True
92,2,4,0.01172,0.07812,True,True
92,3,0,0.00586,0.19922,True,True
92,3,1,0.01172,0.75,True,True
92,3,2,0.01562,0.03125,False,True
92,3,3,0.00977,0.00781,False,True
92,3,4,0.01562,0.02344,False,True
92,4,0,0.00781,0.09375,True,True
92,4,1,0.01172,0.00781,False,False
92,4,2,0.00977,0.32812,True,True
92,4,3,0.01953,0.13672,True,True
92,4,4,0.01367,0.30469,True,True
92,5,0,0.00781,0.15625,True,True
92,5,1,0.01172,0.10938,True,True
92,5,2,0.01172,0.05469,True,True
92,5,3,0.01562,0.39844,True,True
92,5,4,0.01562,0.05469,True,True
92,6,0,0.00781,0.10938,True,True
92,6,1,0.01172,0.07812,True,True
92,6,2,0.01172,0.30469,True,True
92,6,3,0.01562,0.14062,True,True
92,6,4,0.01562,0.375,True,True
92,7,0,0.01074,0.03125,True,True
92,7,1,0.01172,0.05859,True,True
92,7,2,0.00879,0.21094,True,True
92,7,3,0.00977,0.00781,False,True
92,7,4,0.01562,0.36719,True,True
92,8,0,0.00781,0.0625,True,True
92,8,1,0.00977,0.12109,True,True
92,8,2,0.01562,0.0,False,False
92,8,3,0.01172,0.23438,True,True
92,8,4,0.01367,0.11719,True,True
92,9,0,0.00977,0.05078,True,True
92,9,1,0.00977,0.13281,True,True
92,9,2,0.01172,0.08594,True,True
92,9,3,0.00977,0.04297,True,True
92,9,4,0.01172,0.04688,True,True
92,10,0,0.00781,0.03125,True,True
92,10,1,0.00977,0.03125,True,True
92,10,2,0.01172,0.02344,False,True
92,10,3,0.01562,0.01562,False,True
92,10,4,0.01562,0.14062,True,True
92,11,0,0.00781,0.08594,True,True
92,11,1,0.01562,0.04688,True,True
92,11,2,0.01172,0.03125,True,True
92,11,3,0.0127,0.17969,True,True
92,11,4,0.01562,0.09375,True,True
92,12,0,0.01562,0.25781,True,True
92,12,1,0.01172,0.03125,True,True
92,12,2,0.01562,0.14062,True,True
92,12,3,0.00781,0.65234,True,True
92,12,4,0.01562,0.08594,True,True
92,13,0,0.01562,0.13281,True,True
92,13,1,0.01562,0.39062,True,True
92,13,2,0.01172,0.22266,True,True
92,13,3,0.01562,0.18359,True,True
92,13,4,0.01562,0.5,True,True
92,14,0,0.01172,0.04688,True,True
92,14,1,0.01172,0.19531,True,True
92,14,2,0.01074,0.13281,True,True
92,14,3,0.00781,0.07812,True,True
92,14,4,0.01562,0.03125,False,True
92,15,0,0.00781,0.11328,True,True
92,15,1,0.0127,0.08203,True,True
92,15,2,0.00977,0.38281,True,True
92,15,3,0.01367,0.22266,True,True
92,15,4,0.00977,0.04297,True,True
92,16,0,0.00781,0.02344,True,True
92,16,1,0.00781,0.55469,True,True
92,16,2,0.03125,0.28906,True,True
92,16,3,0.00879,0.10547,True,True
92,16,4,0.00879,0.06641,True,True
92,17,0,0.01562,0.17969,True,True
92,17,1,0.00879,0.49219,True,True
92,17,2,0.01172,0.02344,False,True
92,17,3,0.01172,0.23438,True,True
92,17,4,0.01562,0.69531,True,True
92,18,0,0.00781,0.14844,True,True
92,18,1,0.00977,0.14844,True,True
92,18,2,0.01562,0.10156,True,True
92,18,3,0.01062,0.15625,True,True
92,18,4,0.01172,0.07031,True,True
92,19,0,0.01172,0.125,True,True
92,19,1,0.0083,0.47656,True,True
92,19,2,0.01562,0.14844,True,True
92,19,3,0.01562,0.05469,True,True
92,19,4,0.04688,0.0625,False,True
92,20,0,0.00781,0.13672,True,True
92,20,1,0.01172,0.17969,True,True
92,20,2,0.01172,0.00781,False,True
92,20,3,0.01172,0.14062,True,True
92,20,4,0.01562,0.23438,True,True
92,21,0,0.00781,0.01562,False,True
92,21,1,0.01172,0.13281,True,True
92,21,2,0.01172,0.01562,False,True
92,21,3,0.02344,0.0,False,True
92,21,4,0.01562,0.08203,True,True
92,22,0,0.00781,0.28516,True,True
92,22,1,0.00781,0.17188,True,True
92,22,2,0.01172,0.08594,True,True
92,22,3,0.01562,0.02344,False,True
92,22,4,0.01172,0.00781,False,True
92,23,0,0.00781,0.03125,True,True
92,23,1,0.01172,0.125,True,True
92,23,2,0.01562,0.45312,True,True
92,23,3,0.01367,0.0,False,True
92,23,4,0.01562,0.375,True,True
92,24,0,0.01172,0.00781,False,True
92,24,1,0.01172,0.01562,False,True
92,24,2,0.00781,0.13281,True,True
92,24,3,0.01562,0.08984,True,True
92,24,4,0.01172,0.14453,True,True
92,25,0,0.00781,0.01172,False,True
92,25,1,0.00977,0.00391,False,True
92,25,2,0.00977,0.03516,True,True
92,25,3,0.01172,0.08594,True,True
92,25,4,0.01562,0.08594,True,True
93,0,0,0.00781,0.17969,True,True
93,0,1,0.01367,0.11719,True,True
93,0,2,0.01562,0.03516,True,True
93,0,3,0.01562,0.14062,True,True
93,0,4,0.01172,0.02344,False,True
93,1,0,0.01562,0.58594,True,True
93,1,1,0.00977,0.10547,True,True
93,1,2,0.01562,0.03125,False,True
93,1,3,0.01562,1.46094,True,True
93,1,4,0.01562,0.59375,True,True
93,2,0,0.01172,0.03906,True,True
93,2,1,0.01562,0.05469,True,True
93,2,2,0.01562,0.14062,True,True
93,2,3,0.01562,0.04688,True,True
93,2,4,0.01562,0.20312,True,True
93,3,0,0.01562,0.33594,True,True
93,3,1,0.00977,0.19531,True,True
93,3,2,0.01562,0.0625,True,True
93,3,3,0.01562,0.21875,True,True
93,3,4,0.01562,0.14844,True,True
93,4,0,0.01172,0.48438,True,True
93,4,1,0.01562,0.08594,True,True
93,4,2,0.01562,0.17969,True,True
93,4,3,0.01562,0.16406,True,True
93,4,4,0.02344,0.40234,True,True
93,5,0,0.01562,0.01953,False,True
93,5,1,0.01807,0.05078,True,True
93,5,2,0.01562,0.01562,False,True
93,5,3,0.02344,0.00781,False,True
93,5,4,0.01562,0.08594,True,True
93,6,0,0.01562,0.14062,True,True
93,6,1,0.02344,0.20703,True,True
93,6,2,0.01562,0.18359,True,True
93,6,3,0.01562,0.03906,True,True
93,6,4,0.01172,0.07812,True,True
93,7,0,0.01562,0.47656,True,True
93,7,1,0.01562,0.05469,True,True
93,7,2,0.01562,0.03906,True,True
93,7,3,0.01562,0.05469,True,True
93,7,4,0.01172,0.50781,True,True
93,8,0,0.00781,0.25781,True,True
93,8,1,0.01562,0.21094,True,True
93,8,2,0.00879,0.03906,True,True
93,8,3,0.01562,0.20312,True,True
93,8,4,0.01562,0.23438,True,True
93,9,0,0.00781,0.0,False,True
93,9,1,0.01562,0.04688,True,True
93,9,2,0.01172,0.26562,True,True
93,9,3,0.01562,0.3125,True,True
93,9,4,0.02344,0.22656,True,True
93,10,0,0.01562,0.0625,True,True
93,10,1,0.01172,0.40625,True,True
93,10,2,0.01562,0.15625,True,True
93,10,3,0.01562,0.35156,True,True
93,10,4,0.01562,0.00781,False,True
93,11,0,0.01562,0.125,True,True
93,11,1,0.01562,0.14062,True,True
93,11,2,0.01562,0.42188,True,True
93,11,3,0.01172,0.39062,True,True
93,11,4,0.01562,0.22656,True,True
93,12,0,0.01562,0.49219,True,True
93,12,1,0.01562,0.21875,True,True
93,12,2,0.0094,0.0625,True,True
93,12,3,0.01562,0.14844,True,True
93,12,4,0.01172,0.01562,False,True
93,13,0,0.00977,0.05469,True,True
93,13,1,0.03125,0.23438,True,True
93,13,2,0.01562,0.44531,True,True
93,13,3,0.01562,0.1875,True,True
93,13,4,0.01172,0.05469,True,True
93,14,0,0.01172,0.27344,True,True
93,14,1,0.01562,0.94531,True,True
93,14,2,0.01562,0.26953,True,True
93,14,3,0.01562,0.13281,True,True
93,14,4,0.02148,0.01562,False,True
93,15,0,0.02344,0.47656,True,True
93,15,1,0.02344,0.13672,True,True
93,15,2,0.02344,0.4375,True,True
93,15,3,0.01172,0.0,False,True
93,15,4,0.03906,0.08984,True,True
93,16,0,0.01367,0.05469,True,True
93,16,1,0.01562,0.42969,True,True
93,16,2,0.01172,0.22656,True,True
93,16,3,0.01562,0.10156,True,True
93,16,4,0.01172,0.21094,True,True
94,0,0,0.01562,0.28125,True,True
94,0,1,0.01367,0.08594,True,True
94,0,2,0.01562,0.17969,True,True
94,0,3,0.01562,0.02344,False,True
94,0,4,0.01562,0.3125,True,True
94,1,0,0.00781,0.17969,True,True
94,1,1,0.01562,0.45312,True,True
94,1,2,0.01562,0.07812,True,True
94,1,3,0.01562,0.24219,True,True
94,1,4,0.01562,0.14844,True,True
94,2,0,0.00781,0.32031,True,True
94,2,1,0.02344,0.07031,True,True
94,2,2,0.01562,0.15625,True,True
94,2,3,0.01562,0.00781,False,True
94,2,4,0.01367,0.04688,True,True
94,3,0,0.01562,0.15625,True,True
94,3,1,0.01562,0.25,True,True
94,3,2,0.01562,0.03906,True,True
94,3,3,0.01562,1.35938,True,True
94,3,4,0.01396,0.84375,True,True
94,4,0,0.00781,0.40625,True,True
94,4,1,0.01562,0.50781,True,True
94,4,2,0.01172,0.375,True,True
94,4,3,0.01562,0.34375,True,True
94,4,4,0.01562,0.16406,True,True
94,5,0,0.01172,0.14062,True,True
94,5,1,0.01562,0.08594,True,True
94,5,2,0.03125,0.11719,True,True
94,5,3,0.01562,0.08594,True,True
94,5,4,0.01562,0.10156,True,True
94,6,0,0.01562,0.07812,True,True
94,6,1,0.01562,0.61719,True,True
94,6,2,0.01562,0.03125,False,True
94,6,3,0.01562,0.17969,True,True
94,6,4,0.01562,0.96875,True,True
94,7,0,0.00781,0.02344,True,True
94,7,1,0.00781,0.13281,True,True
94,7,2,0.01562,0.49219,True,True
94,7,3,0.01562,0.0,False,True
94,7,4,0.00879,0.0625,True,True
94,8,0,0.01562,0.02344,False,True
94,8,1,0.00879,0.00781,False,True
94,8,2,0.00903,0.03906,True,True
94,8,3,0.03125,0.125,True,True
94,8,4,0.01562,0.26562,True,True
94,9,0,0.00952,0.08203,True,True
94,9,1,0.01562,1.63281,True,True
94,9,2,0.0083,0.40625,True,True
94,9,3,0.01562,0.39844,True,True
94,9,4,0.00879,0.05859,True,True
94,10,0,0.01562,0.04688,True,True
94,10,1,0.01172,0.02344,False,True
94,10,2,0.00879,0.3125,True,True
94,10,3,0.01562,0.21875,True,True
94,10,4,0.01562,0.16406,True,True
94,11,0,0.01562,0.17969,True,True
94,11,1,0.01562,0.0,False,True
94,11,2,0.01562,0.17969,True,True
94,11,3,0.01562,0.35156,True,True
94,11,4,0.03125,0.08594,True,True
94,12,0,0.01562,0.0,False,True
94,12,1,11.5957,0.32031,False,False
94,12,2,0.01562,0.02344,False,True
94,12,3,0.01562,0.05469,True,True
94,12,4,0.01562,0.0625,True,True
94,13,0,0.00781,0.07812,True,True
94,13,1,0.01172,0.28906,True,True
94,13,2,0.01562,0.25391,True,True
94,13,3,0.01562,0.07031,True,True
94,13,4,0.00952,0.10156,True,True
94,14,0,0.03125,0.1875,True,True
94,14,1,0.01562,0.32031,True,True
94,14,2,0.01562,0.10938,True,True
94,14,3,0.01758,0.0,False,False
94,14,4,0.0083,0.05469,True,True
94,15,0,0.01562,0.28125,True,True
94,15,1,0.01172,0.24219,True,True
94,15,2,0.01562,0.20312,True,True
94,15,3,0.01562,0.10156,True,True
94,15,4,0.02344,0.02344,False,True
94,16,0,0.01562,0.41406,True,True
94,16,1,0.01172,0.26562,True,True
94,16,2,0.01562,0.09375,True,True
