path	size_bytes	mtime	git_status	file_type	sha256	classification	referenced_by	action	reason	canonical_path
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_sgemm.dir/link.txt	1179	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s16816wgrad_optimized_f16_static.dir/link.txt	504	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_rank_2k_sm80_s1688syr2k_static.dir/link.txt	837	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm75_i8816gemm_s8.dir/link.txt	875	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm70_h884gemm_planar_complex.dir/link.txt	3645	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm50_cf32_cwgrad_optimized_cf32_static.dir/link.txt	506	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_f16_s1688fprop_fixed_channels_f16_static.dir/link.txt	567	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s16816dgrad_optimized_f16_static.dir/link.txt	710	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_i8816fprop_optimized_s8_static.dir/link.txt	489	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_grouped_f16.dir/link.txt	1548	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv3d_sm80_f16_s16816dgrad3d_analytic_f16.dir/link.txt	1022	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_trmm_sm80_s1688trmm_static.dir/link.txt	2573	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv3d_sm80_s16816fprop3d_optimized_bf16.dir/link.txt	1006	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_trmm_sm80_gz884trmm.dir/link.txt	5319	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_f16_s16816gemm_f16_u8_static.dir/link.txt	457	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s1688tf32gemm.dir/link.txt	1335	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_h16816gemm_grouped_static.dir/link.txt	990	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s1688f16gemm_static.dir/link.txt	828	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_s8_i8816fprop_fixed_channels_s8_static.dir/link.txt	553	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_trmm_sm80_c1688tf32trmm_static.dir/link.txt	5297	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_i16864fprop_optimized_s4.dir/link.txt	1193	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_symm_sm80_c1688hemm_static.dir/link.txt	789	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_f16_s1688fprop_optimized_f16.dir/link.txt	1018	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_symm_sm80_z884symm.dir/link.txt	1258	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_grouped_bf16.dir/link.txt	1565	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_i16832fprop_optimized_s8.dir/link.txt	1191	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_bf16_s16816wgrad_optimized_bf16_static.dir/link.txt	552	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_i16864fprop_optimized_u4.dir/link.txt	1193	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_f16_static.dir/link.txt	862	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_f16_s1688dgrad_optimized_f16.dir/link.txt	1233	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s1688fprop_optimized_tf32.dir/link.txt	1200	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_i8832fprop_optimized_u4.dir/link.txt	980	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_s1688wgrad_optimized_f16_static.dir/link.txt	496	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_rank_k_sm80_d884syrk_static.dir/link.txt	790	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm75_s8_i8816gemm_s8.dir/link.txt	1061	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_d884gemm_static.dir/link.txt	760	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_u4_i16864gemm_u4.dir/link.txt	1074	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_symm_sm80_d884symm.dir/link.txt	1266	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_symm_sm80_s1688symm.dir/link.txt	1283	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_u8_i16832fprop_optimized_u8.dir/link.txt	1428	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_h16816wgrad_optimized.dir/link.txt	962	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_bf16_s16816gemm_bf16_u8_static.dir/link.txt	473	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm75_u4_i8832gemm_u4.dir/link.txt	1063	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_f16_s16816fprop_optimized_f16_static.dir/link.txt	754	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv3d_sm80_h16816wgrad3d_optimized.dir/link.txt	966	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816tf32spgemm_static.dir/link.txt	892	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_i16832gemm_s8.dir/link.txt	883	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s1688bf16wgrad_optimized.dir/link.txt	986	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_symm_sm80_z884hemm_static.dir/link.txt	768	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_sdgrad_optimized.dir/link.txt	1091	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv3d_sm80_h16816fprop3d_optimized_static.dir/link.txt	476	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_s8_f16.dir/link.txt	915	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_s1688wgrad_optimized_f16.dir/link.txt	986	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s16816wgrad_optimized_bf16_static.dir/link.txt	512	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_h1688dgrad_optimized_static.dir/link.txt	655	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_i8832fprop_optimized_u4_static.dir/link.txt	490	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_rank_k_sm80_z884herk_static.dir/link.txt	782	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm75_f16_s1688gemm_f16_static.dir/link.txt	913	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s8_i16832fprop_few_channels_s8.dir/link.txt	1035	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm70_s884fprop_optimized_f16.dir/link.txt	978	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_i8816fprop_optimized_u8_static.dir/link.txt	489	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_f16_s1688fprop_optimized_f16_static.dir/link.txt	528	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm50_sfprop_optimized_static.dir/link.txt	427	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_sfprop_optimized.dir/link.txt	917	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_h16816gemm_planar_complex_array_static.dir/link.txt	3595	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_u8_i16832fprop_fixed_channels_u8.dir/link.txt	1051	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm75_h1688gemm_planar_complex_array_static.dir/link.txt	3542	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_i16832gemm_s8_static.dir/link.txt	393	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s8_i16864spgemm_s8_static.dir/link.txt	433	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_grouped_bf16_static.dir/link.txt	1075	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_cgemm.dir/link.txt	2643	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_f16_s16816dgrad_optimized_f16_static.dir/link.txt	754	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s16816fprop_optimized_bf16_static.dir/link.txt	721	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_dgemm_static.dir/link.txt	689	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_symm_sm80_s1688tf32symm_static.dir/link.txt	861	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_trmm_sm80_z884trmm_static.dir/link.txt	4760	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s1688tf32fprop_optimized.dir/link.txt	1189	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_rank_k_sm80_c1688tf32syrk_static.dir/link.txt	871	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s8_i16832fprop_fixed_channels_s8_static.dir/link.txt	561	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm80_s1688wgrad_optimized_static.dir/link.txt	464	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_planar_complex_array_f16.dir/link.txt	4297	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_s1688fprop_few_channels_f16.dir/link.txt	1009	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_cf32_cwgrad_optimized_cf32_static.dir/link.txt	507	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_i8816fprop_optimized_s8.dir/link.txt	979	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_f16_s16816gemm_f16_static.dir/link.txt	930	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_u4_i8832fprop_optimized_u4_static.dir/link.txt	716	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm70_h884gemm_static.dir/link.txt	760	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_h1688fprop_optimized.dir/link.txt	954	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm50_sdgrad_optimized_static.dir/link.txt	601	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_u8_bf16_static.dir/link.txt	433	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm80_s16816gemm_u8_bf16.dir/link.txt	923	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_gemm_sm75_f16_s1688gemm_planar_complex_f16_static.dir/link.txt	3648	1783157293	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
rotation_vicuna_realint4_review_bundle_20260706_141515/offrepo_quarot/source_subset/third-party/cutlass/tools/library/CMakeFiles/cutlass_library_conv2d_sm75_u8_i8816fprop_fixed_channels_u8_static.dir/link.txt	553	1783157294	untracked	.txt	-	extracted-review-bundle	-	keep	uncompressed final review bundle (research asset)	-
