figure_stage,tensor,condition,dataset,prompt_id,turn,cycle_id,token_position,layer_id
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,0,14,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,0,28,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,0,42,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,0,56,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,0,70,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,0,84,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,0,99,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,0,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,14,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,28,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,42,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,56,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,70,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,84,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,0,99,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,0,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,14,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,28,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,42,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,56,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,70,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,84,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,0,99,-1
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,0,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,14,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,28,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,42,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,56,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,70,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,84,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,0,99,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,0,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,14,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,28,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,42,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,56,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,70,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,84,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,0,99,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,0,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,1,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,2,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,3,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,5,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,6,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,7,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,0,9,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,0,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,1,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,2,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,3,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,5,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,6,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,7,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,0,9,0
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,0,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,14,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,28,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,42,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,56,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,70,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,84,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,0,99,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,0,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,14,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,28,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,42,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,56,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,70,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,84,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,0,99,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,0,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,1,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,2,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,3,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,5,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,6,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,7,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,0,9,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,0,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,1,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,2,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,3,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,5,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,6,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,7,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,0,9,1
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,0,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,14,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,28,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,42,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,56,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,70,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,84,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,0,99,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,0,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,14,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,28,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,42,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,56,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,70,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,84,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,0,99,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,0,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,1,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,2,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,3,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,5,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,6,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,7,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,0,9,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,0,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,1,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,2,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,3,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,5,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,6,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,7,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,0,9,2
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,0,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,14,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,28,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,42,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,56,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,70,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,84,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,0,99,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,0,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,14,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,28,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,42,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,56,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,70,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,84,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,0,99,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,0,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,1,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,2,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,3,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,5,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,6,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,7,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,0,9,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,0,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,1,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,2,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,3,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,5,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,6,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,7,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,0,9,3
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,0,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,14,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,28,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,42,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,56,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,70,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,84,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,0,99,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,0,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,14,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,28,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,42,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,56,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,70,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,84,4
D,gsm8k__L4_vctx_cache_QON,QON,gsm8k,2,0,0,99,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,0,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,1,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,2,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,3,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,5,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,6,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,7,4
D,gsm8k__L4_kdr_cache_QON,QON,gsm8k,2,0,0,9,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,0,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,1,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,2,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,3,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,5,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,6,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,7,4
D,gsm8k__L4_vdr_cache_QON,QON,gsm8k,2,0,0,9,4
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,0,-1
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,14,-1
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,29,-1
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,44,-1
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,58,-1
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,73,-1
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,88,-1
C,gsm8k__Ht_before_RC,QON,gsm8k,2,0,1,103,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,0,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,14,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,29,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,44,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,58,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,73,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,88,-1
C,gsm8k__Ht_after_RC,QON,gsm8k,2,0,1,103,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,0,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,14,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,29,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,44,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,58,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,73,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,88,-1
C2,gsm8k__Ht_before_RC_A4dq,QON,gsm8k,2,0,1,103,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,0,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,14,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,29,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,44,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,58,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,73,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,88,-1
C2,gsm8k__Ht_after_RC_A4dq,QON,gsm8k,2,0,1,103,-1
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,0,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,14,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,29,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,44,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,58,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,73,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,88,0
D,gsm8k__L0_kctx_cache_QON,QON,gsm8k,2,0,1,103,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,0,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,14,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,29,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,44,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,58,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,73,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,88,0
D,gsm8k__L0_vctx_cache_QON,QON,gsm8k,2,0,1,103,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,0,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,1,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,2,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,3,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,5,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,6,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,7,0
D,gsm8k__L0_kdr_cache_QON,QON,gsm8k,2,0,1,9,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,0,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,1,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,2,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,3,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,5,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,6,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,7,0
D,gsm8k__L0_vdr_cache_QON,QON,gsm8k,2,0,1,9,0
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,0,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,14,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,29,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,44,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,58,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,73,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,88,1
D,gsm8k__L1_kctx_cache_QON,QON,gsm8k,2,0,1,103,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,0,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,14,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,29,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,44,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,58,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,73,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,88,1
D,gsm8k__L1_vctx_cache_QON,QON,gsm8k,2,0,1,103,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,0,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,1,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,2,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,3,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,5,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,6,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,7,1
D,gsm8k__L1_kdr_cache_QON,QON,gsm8k,2,0,1,9,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,0,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,1,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,2,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,3,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,5,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,6,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,7,1
D,gsm8k__L1_vdr_cache_QON,QON,gsm8k,2,0,1,9,1
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,0,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,14,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,29,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,44,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,58,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,73,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,88,2
D,gsm8k__L2_kctx_cache_QON,QON,gsm8k,2,0,1,103,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,0,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,14,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,29,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,44,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,58,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,73,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,88,2
D,gsm8k__L2_vctx_cache_QON,QON,gsm8k,2,0,1,103,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,0,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,1,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,2,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,3,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,5,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,6,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,7,2
D,gsm8k__L2_kdr_cache_QON,QON,gsm8k,2,0,1,9,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,0,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,1,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,2,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,3,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,5,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,6,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,7,2
D,gsm8k__L2_vdr_cache_QON,QON,gsm8k,2,0,1,9,2
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,0,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,14,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,29,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,44,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,58,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,73,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,88,3
D,gsm8k__L3_kctx_cache_QON,QON,gsm8k,2,0,1,103,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,0,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,14,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,29,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,44,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,58,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,73,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,88,3
D,gsm8k__L3_vctx_cache_QON,QON,gsm8k,2,0,1,103,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,0,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,1,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,2,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,3,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,5,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,6,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,7,3
D,gsm8k__L3_kdr_cache_QON,QON,gsm8k,2,0,1,9,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,0,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,1,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,2,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,3,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,5,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,6,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,7,3
D,gsm8k__L3_vdr_cache_QON,QON,gsm8k,2,0,1,9,3
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,1,0,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,1,14,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,1,29,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,1,44,4
D,gsm8k__L4_kctx_cache_QON,QON,gsm8k,2,0,1,58,4
